review,rating,date,bank,source
Good,5,2024-10-20,CBE Mobile Banking,Google Play
Good,5,2025-03-23,CBE Mobile Banking,Google Play
Good,5,2025-04-01,CBE Mobile Banking,Google Play
Good,5,2024-03-02,CBE Mobile Banking,Google Play
Good,5,2024-02-07,Bank of Abyssinia,Google Play
Good,5,2024-02-16,CBE Mobile Banking,Google Play
Good,5,2024-09-03,CBE Mobile Banking,Google Play
Good,5,2025-03-26,CBE Mobile Banking,Google Play
Good,5,2024-09-15,CBE Mobile Banking,Google Play
Good,5,2024-03-13,CBE Mobile Banking,Google Play
Good,5,2024-02-11,CBE Mobile Banking,Google Play
Good App,4,2024-10-12,Bank of Abyssinia,Google Play
Good App,5,2024-08-09,CBE Mobile Banking,Google Play
Good App,5,2025-01-23,CBE Mobile Banking,Google Play
Good app,5,2024-11-21,Bank of Abyssinia,Google Play
Good app,5,2024-03-14,CBE Mobile Banking,Google Play
Good app,5,2024-12-01,CBE Mobile Banking,Google Play
Good app,5,2024-11-25,CBE Mobile Banking,Google Play
Good app,5,2024-12-16,CBE Mobile Banking,Google Play
Good app,5,2024-08-27,CBE Mobile Banking,Google Play
Good app,5,2024-12-14,CBE Mobile Banking,Google Play
Good app,5,2024-04-18,Bank of Abyssinia,Google Play
Good app,5,2024-11-01,CBE Mobile Banking,Google Play
Good app,5,2024-03-19,CBE Mobile Banking,Google Play
Good app,5,2024-04-09,Bank of Abyssinia,Google Play
Good app,5,2024-03-02,CBE Mobile Banking,Google Play
Good app,5,2024-12-15,CBE Mobile Banking,Google Play
Good app,4,2025-01-28,CBE Mobile Banking,Google Play
Good app,4,2024-11-21,CBE Mobile Banking,Google Play
Good app,5,2024-02-26,CBE Mobile Banking,Google Play
Good app,5,2024-10-19,CBE Mobile Banking,Google Play
Good app,4,2024-03-13,CBE Mobile Banking,Google Play
Good app,3,2024-02-21,CBE Mobile Banking,Google Play
Good app,5,2024-02-16,CBE Mobile Banking,Google Play
Good app,5,2024-10-22,CBE Mobile Banking,Google Play
Good app,5,2025-02-08,CBE Mobile Banking,Google Play
Good app,5,2024-05-04,CBE Mobile Banking,Google Play
Good app,5,2025-01-14,CBE Mobile Banking,Google Play
Good app,5,2024-03-27,CBE Mobile Banking,Google Play
Good app,5,2024-06-05,CBE Mobile Banking,Google Play
Good app,5,2024-11-19,CBE Mobile Banking,Google Play
Good app,5,2025-01-29,CBE Mobile Banking,Google Play
Good app,5,2025-01-03,CBE Mobile Banking,Google Play
Good app,5,2024-12-10,CBE Mobile Banking,Google Play
Good app,5,2025-01-24,CBE Mobile Banking,Google Play
Good app,5,2025-01-02,CBE Mobile Banking,Google Play
Good app,5,2025-02-14,CBE Mobile Banking,Google Play
Good app,5,2025-02-17,CBE Mobile Banking,Google Play
Good app,5,2025-03-21,CBE Mobile Banking,Google Play
Good app,3,2025-03-10,CBE Mobile Banking,Google Play
Good app,5,2025-05-06,CBE Mobile Banking,Google Play
Good app,5,2025-05-15,CBE Mobile Banking,Google Play
Good app,5,2025-03-03,Bank of Abyssinia,Google Play
Good application,5,2024-07-25,CBE Mobile Banking,Google Play
Good application,5,2024-12-26,CBE Mobile Banking,Google Play
Good application,5,2025-01-31,CBE Mobile Banking,Google Play
Good application,5,2024-09-16,Bank of Abyssinia,Google Play
Good application,5,2024-05-12,Bank of Abyssinia,Google Play
Good apps,5,2024-04-19,CBE Mobile Banking,Google Play
Good apps,5,2025-03-13,CBE Mobile Banking,Google Play
Good bank,5,2024-04-22,Bank of Abyssinia,Google Play
Good bank,5,2024-04-04,Bank of Abyssinia,Google Play
Good cbe app,5,2020-08-06,CBE Mobile Banking,Google Play
Good cbe app,5,2021-07-08,CBE Mobile Banking,Google Play
Good experience,5,2024-07-11,CBE Mobile Banking,Google Play
Good experience,5,2025-02-24,CBE Mobile Banking,Google Play
Good job,5,2024-08-07,Bank of Abyssinia,Google Play
Good job,4,2024-09-25,CBE Mobile Banking,Google Play
Good job,5,2024-06-05,CBE Mobile Banking,Google Play
Good job,5,2024-07-04,CBE Mobile Banking,Google Play
Good job,4,2024-09-21,CBE Mobile Banking,Google Play
Good job,1,2024-01-16,Bank of Abyssinia,Google Play
Good job,5,2024-02-24,CBE Mobile Banking,Google Play
Good keep it up,5,2024-02-19,CBE Mobile Banking,Google Play
Good keep it up,5,2023-10-15,CBE Mobile Banking,Google Play
Good keep it up,5,2020-06-29,CBE Mobile Banking,Google Play
Good keep it up,5,2021-11-23,CBE Mobile Banking,Google Play
Good service,5,2024-07-15,CBE Mobile Banking,Google Play
Good service,5,2024-05-04,Bank of Abyssinia,Google Play
Good service,5,2024-02-24,CBE Mobile Banking,Google Play
Good service,5,2025-01-04,CBE Mobile Banking,Google Play
Good 👍,5,2024-06-07,Bank of Abyssinia,Google Play
Good 👍,5,2024-09-17,CBE Mobile Banking,Google Play
Good 👍,3,2024-08-06,CBE Mobile Banking,Google Play
Good 👍,5,2025-01-31,Bank of Abyssinia,Google Play
Good 👍,5,2025-01-03,Bank of Abyssinia,Google Play
Goood,5,2024-03-21,CBE Mobile Banking,Google Play
Goood,1,2024-12-02,CBE Mobile Banking,Google Play
Goood,4,2024-08-06,Bank of Abyssinia,Google Play
Great,5,2024-02-14,CBE Mobile Banking,Google Play
Great,5,2024-07-12,CBE Mobile Banking,Google Play
Great,5,2025-02-14,CBE Mobile Banking,Google Play
Great,5,2024-11-25,Bank of Abyssinia,Google Play
Great,5,2024-03-14,CBE Mobile Banking,Google Play
Great,5,2025-02-28,CBE Mobile Banking,Google Play
Great,5,2024-08-03,Bank of Abyssinia,Google Play
Great,5,2024-09-04,CBE Mobile Banking,Google Play
Great,5,2024-02-23,CBE Mobile Banking,Google Play
Great,5,2025-01-27,CBE Mobile Banking,Google Play
Great app,5,2024-03-23,CBE Mobile Banking,Google Play
Great app,5,2024-08-01,CBE Mobile Banking,Google Play
Great app,5,2024-05-05,Bank of Abyssinia,Google Play
Great app,5,2024-12-30,CBE Mobile Banking,Google Play
Great app,4,2024-07-10,CBE Mobile Banking,Google Play
Great service,5,2024-04-29,CBE Mobile Banking,Google Play
Great service,5,2024-11-12,Bank of Abyssinia,Google Play
I like,5,2025-04-19,CBE Mobile Banking,Google Play
I like,5,2024-09-16,Bank of Abyssinia,Google Play
I like,5,2025-05-22,CBE Mobile Banking,Google Play
I like it,4,2025-05-23,CBE Mobile Banking,Google Play
I like it,4,2025-01-27,CBE Mobile Banking,Google Play
I like it.,5,2025-04-07,CBE Mobile Banking,Google Play
I like it.,5,2024-09-24,CBE Mobile Banking,Google Play
I like the app,5,2023-01-11,CBE Mobile Banking,Google Play
I like the app,5,2025-01-29,CBE Mobile Banking,Google Play
I like the app,5,2022-02-03,CBE Mobile Banking,Google Play
I like this app,5,2023-09-07,CBE Mobile Banking,Google Play
I like this app,5,2024-07-21,CBE Mobile Banking,Google Play
I like this app,4,2021-05-23,CBE Mobile Banking,Google Play
I like this app,5,2024-07-24,CBE Mobile Banking,Google Play
I like this app,5,2023-08-23,CBE Mobile Banking,Google Play
I like this app,4,2021-06-16,CBE Mobile Banking,Google Play
I like this app,5,2025-01-06,CBE Mobile Banking,Google Play
I like this app,1,2021-07-15,CBE Mobile Banking,Google Play
I liked it,5,2024-07-20,CBE Mobile Banking,Google Play
I liked it,5,2023-05-26,CBE Mobile Banking,Google Play
I love it,5,2024-12-29,CBE Mobile Banking,Google Play
I love it,5,2025-01-14,Bank of Abyssinia,Google Play
I love it,5,2024-02-11,CBE Mobile Banking,Google Play
I love it,5,2024-12-11,CBE Mobile Banking,Google Play
I love it,5,2025-03-06,CBE Mobile Banking,Google Play
I love it,5,2025-03-04,CBE Mobile Banking,Google Play
I love it,5,2025-02-27,CBE Mobile Banking,Google Play
I love this app,5,2022-06-21,CBE Mobile Banking,Google Play
I love this app,5,2025-04-21,Dashen Bank,Google Play
I loved it,5,2025-02-05,Dashen Bank,Google Play
I loved it,5,2024-09-26,CBE Mobile Banking,Google Play
Is not working,1,2025-01-25,Dashen Bank,Google Play
Is not working,1,2021-06-11,CBE Mobile Banking,Google Play
Is the best,5,2024-01-27,CBE Mobile Banking,Google Play
Is the best,5,2023-11-04,CBE Mobile Banking,Google Play
It crashes frequently,4,2025-04-30,CBE Mobile Banking,Google Play
It crashes frequently,2,2025-02-07,CBE Mobile Banking,Google Play
It doesn't work,1,2024-07-12,Bank of Abyssinia,Google Play
It doesn't work,1,2025-02-07,Dashen Bank,Google Play
It doesn't work,1,2024-02-17,Bank of Abyssinia,Google Play
It is a good app,4,2024-07-01,CBE Mobile Banking,Google Play
It is a good app,5,2022-08-06,CBE Mobile Banking,Google Play
It is amazing app,5,2024-05-09,CBE Mobile Banking,Google Play
It is amazing app,5,2023-05-27,CBE Mobile Banking,Google Play
It is best app,5,2023-11-29,CBE Mobile Banking,Google Play
It is best app,5,2025-02-13,CBE Mobile Banking,Google Play
It is easy and fast app,4,2024-02-14,CBE Mobile Banking,Google Play
It is easy and fast app,4,2022-09-22,CBE Mobile Banking,Google Play
It is excelent,5,2024-09-29,CBE Mobile Banking,Google Play
It is excelent,5,2025-04-01,CBE Mobile Banking,Google Play
It is fast and secure.,5,2023-12-19,CBE Mobile Banking,Google Play
It is fast and secure.,5,2024-01-12,CBE Mobile Banking,Google Play
It is fine,5,2025-01-04,CBE Mobile Banking,Google Play
It is fine,5,2023-12-21,CBE Mobile Banking,Google Play
It is good,1,2023-11-25,CBE Mobile Banking,Google Play
It is good,4,2020-08-24,CBE Mobile Banking,Google Play
It is good,5,2025-01-07,CBE Mobile Banking,Google Play
It is good,4,2024-10-15,CBE Mobile Banking,Google Play
It is good,5,2024-02-10,CBE Mobile Banking,Google Play
It is good,5,2023-02-05,CBE Mobile Banking,Google Play
It is good,4,2025-01-07,CBE Mobile Banking,Google Play
It is good,5,2024-05-19,Bank of Abyssinia,Google Play
It is good,5,2025-02-02,CBE Mobile Banking,Google Play
It is good,4,2025-01-04,CBE Mobile Banking,Google Play
It is good app,5,2025-02-15,CBE Mobile Banking,Google Play
It is good app,4,2024-08-11,CBE Mobile Banking,Google Play
It is good app,5,2021-05-14,CBE Mobile Banking,Google Play
It is good.,5,2021-09-29,CBE Mobile Banking,Google Play
It is good.,5,2024-02-15,CBE Mobile Banking,Google Play
It is great,4,2022-07-21,CBE Mobile Banking,Google Play
It is great,5,2024-02-04,CBE Mobile Banking,Google Play
It is great app,5,2024-09-16,CBE Mobile Banking,Google Play
It is great app,3,2024-02-24,CBE Mobile Banking,Google Play
It is nice app,5,2020-09-02,CBE Mobile Banking,Google Play
It is nice app,5,2024-01-31,CBE Mobile Banking,Google Play
It is not fast,3,2024-07-11,Bank of Abyssinia,Google Play
It is not fast,1,2024-07-25,CBE Mobile Banking,Google Play
It is very nice app,4,2024-01-24,Bank of Abyssinia,Google Play
It is very nice app,5,2024-12-18,CBE Mobile Banking,Google Play
It's amazing,5,2024-12-02,CBE Mobile Banking,Google Play
It's amazing,5,2022-01-21,CBE Mobile Banking,Google Play
It's good,5,2024-12-31,CBE Mobile Banking,Google Play
It's good,5,2024-04-16,CBE Mobile Banking,Google Play
It's good,5,2024-03-29,CBE Mobile Banking,Google Play
It's good,5,2024-12-06,CBE Mobile Banking,Google Play
It's good,4,2025-01-03,CBE Mobile Banking,Google Play
It's good app,5,2024-02-20,Bank of Abyssinia,Google Play
It's good app,4,2021-09-03,CBE Mobile Banking,Google Play
It's good app,5,2025-01-15,CBE Mobile Banking,Google Play
It's good app,5,2024-03-19,CBE Mobile Banking,Google Play
It's good app,5,2024-08-26,CBE Mobile Banking,Google Play
It's good app.,5,2024-01-20,CBE Mobile Banking,Google Play
It's good app.,5,2022-05-22,CBE Mobile Banking,Google Play
It's not working,1,2023-10-28,CBE Mobile Banking,Google Play
It's not working,1,2021-06-05,CBE Mobile Banking,Google Play
It's not working,1,2025-01-03,CBE Mobile Banking,Google Play
It's very nice,5,2023-08-08,CBE Mobile Banking,Google Play
It's very nice,5,2023-08-07,CBE Mobile Banking,Google Play
It's very nice app,3,2024-04-26,CBE Mobile Banking,Google Play
It's very nice app,4,2023-09-27,CBE Mobile Banking,Google Play
Its good,5,2024-04-13,Bank of Abyssinia,Google Play
Its good,5,2024-04-30,CBE Mobile Banking,Google Play
Its good,5,2025-01-01,CBE Mobile Banking,Google Play
Its good,5,2025-03-05,CBE Mobile Banking,Google Play
Its good app,3,2023-07-24,CBE Mobile Banking,Google Play
Its good app,5,2023-11-24,CBE Mobile Banking,Google Play
Its good app,1,2024-12-31,CBE Mobile Banking,Google Play
Its good app,5,2024-01-09,CBE Mobile Banking,Google Play
Its very nice app,5,2023-10-03,CBE Mobile Banking,Google Play
Its very nice app,5,2024-07-04,CBE Mobile Banking,Google Play
Like,3,2025-02-08,CBE Mobile Banking,Google Play
Like,4,2024-12-30,CBE Mobile Banking,Google Play
Love,5,2024-08-18,CBE Mobile Banking,Google Play
Love,4,2024-04-28,CBE Mobile Banking,Google Play
NICE APP,5,2024-03-15,Bank of Abyssinia,Google Play
NICE APP,5,2025-03-03,CBE Mobile Banking,Google Play
Nice,5,2024-05-30,CBE Mobile Banking,Google Play
Nice,5,2024-07-29,CBE Mobile Banking,Google Play
Nice,5,2024-05-02,Bank of Abyssinia,Google Play
Nice,5,2024-10-30,CBE Mobile Banking,Google Play
Nice,5,2025-01-26,CBE Mobile Banking,Google Play
Nice,5,2025-02-02,CBE Mobile Banking,Google Play
Nice,5,2025-01-24,CBE Mobile Banking,Google Play
Nice,5,2025-01-29,CBE Mobile Banking,Google Play
Nice,1,2024-09-30,CBE Mobile Banking,Google Play
Nice,5,2025-02-02,CBE Mobile Banking,Google Play
Nice,5,2024-06-03,CBE Mobile Banking,Google Play
Nice,5,2024-12-21,CBE Mobile Banking,Google Play
Nice,5,2024-07-10,CBE Mobile Banking,Google Play
Nice,5,2024-11-07,CBE Mobile Banking,Google Play
Nice,5,2024-07-27,CBE Mobile Banking,Google Play
Nice,5,2024-09-01,CBE Mobile Banking,Google Play
Nice,5,2024-05-27,CBE Mobile Banking,Google Play
Nice,5,2024-07-08,CBE Mobile Banking,Google Play
Nice,5,2025-01-25,CBE Mobile Banking,Google Play
Nice,5,2024-10-23,CBE Mobile Banking,Google Play
Nice,5,2024-08-22,CBE Mobile Banking,Google Play
Nice,5,2024-02-23,CBE Mobile Banking,Google Play
Nice,5,2024-10-18,CBE Mobile Banking,Google Play
Nice,5,2024-10-25,CBE Mobile Banking,Google Play
Nice,5,2024-08-04,CBE Mobile Banking,Google Play
Nice,5,2024-12-18,CBE Mobile Banking,Google Play
Nice,5,2024-12-26,Bank of Abyssinia,Google Play
Nice,5,2024-09-08,CBE Mobile Banking,Google Play
Nice,5,2024-11-14,CBE Mobile Banking,Google Play
Nice,5,2024-08-10,CBE Mobile Banking,Google Play
Nice,5,2024-09-20,CBE Mobile Banking,Google Play
Nice,5,2025-03-01,CBE Mobile Banking,Google Play
Nice,5,2024-04-30,CBE Mobile Banking,Google Play
Nice,5,2025-02-28,CBE Mobile Banking,Google Play
Nice,5,2025-02-26,CBE Mobile Banking,Google Play
Nice,5,2025-01-27,CBE Mobile Banking,Google Play
Nice,5,2025-01-25,CBE Mobile Banking,Google Play
Nice,5,2024-08-06,CBE Mobile Banking,Google Play
Nice,5,2024-05-25,Bank of Abyssinia,Google Play
Nice,5,2024-08-03,Bank of Abyssinia,Google Play
Nice,5,2024-05-01,CBE Mobile Banking,Google Play
Nice,5,2024-07-24,Bank of Abyssinia,Google Play
Nice,5,2024-08-04,CBE Mobile Banking,Google Play
Nice,5,2025-02-08,CBE Mobile Banking,Google Play
Nice,5,2024-02-11,CBE Mobile Banking,Google Play
Nice,5,2024-04-11,Bank of Abyssinia,Google Play
Nice,5,2024-02-16,CBE Mobile Banking,Google Play
Nice,5,2025-04-16,Dashen Bank,Google Play
Nice,5,2024-12-27,CBE Mobile Banking,Google Play
Nice,2,2024-07-19,CBE Mobile Banking,Google Play
Nice,5,2025-01-01,CBE Mobile Banking,Google Play
Nice,5,2025-01-02,CBE Mobile Banking,Google Play
Nice,5,2025-01-23,CBE Mobile Banking,Google Play
Nice,5,2024-04-25,Bank of Abyssinia,Google Play
Nice,5,2024-01-15,Bank of Abyssinia,Google Play
Nice,5,2024-11-06,Bank of Abyssinia,Google Play
Nice,5,2024-12-29,CBE Mobile Banking,Google Play
Nice,5,2024-12-31,CBE Mobile Banking,Google Play
Nice,5,2024-04-23,Bank of Abyssinia,Google Play
Nice,5,2024-12-31,CBE Mobile Banking,Google Play
Nice,5,2025-01-01,CBE Mobile Banking,Google Play
Nice,5,2024-12-07,Bank of Abyssinia,Google Play
Nice,5,2024-04-29,Bank of Abyssinia,Google Play
Nice,5,2025-01-19,CBE Mobile Banking,Google Play
Nice,4,2024-04-20,CBE Mobile Banking,Google Play
Nice,4,2024-12-22,CBE Mobile Banking,Google Play
Nice,5,2024-03-19,CBE Mobile Banking,Google Play
Nice,4,2024-07-20,CBE Mobile Banking,Google Play
Nice,4,2025-01-28,CBE Mobile Banking,Google Play
Nice,4,2025-01-04,CBE Mobile Banking,Google Play
Nice,5,2024-02-03,Bank of Abyssinia,Google Play
Nice,5,2025-01-15,Dashen Bank,Google Play
Nice,4,2024-02-27,CBE Mobile Banking,Google Play
Nice,5,2025-01-25,Dashen Bank,Google Play
Nice App,5,2025-01-27,CBE Mobile Banking,Google Play
Nice App,5,2024-12-09,CBE Mobile Banking,Google Play
Nice App,5,2024-02-14,CBE Mobile Banking,Google Play
Nice App,5,2025-04-18,Dashen Bank,Google Play
Nice app,5,2024-02-11,CBE Mobile Banking,Google Play
Nice app,5,2024-12-10,CBE Mobile Banking,Google Play
Nice app,5,2024-09-29,CBE Mobile Banking,Google Play
Nice app,5,2024-07-20,CBE Mobile Banking,Google Play
Nice app,5,2024-10-07,CBE Mobile Banking,Google Play
Nice app,4,2025-01-20,CBE Mobile Banking,Google Play
Nice app,5,2024-06-04,CBE Mobile Banking,Google Play
Nice app,5,2024-03-06,CBE Mobile Banking,Google Play
Nice app,4,2024-12-22,CBE Mobile Banking,Google Play
Nice app,3,2025-02-17,CBE Mobile Banking,Google Play
Nice app,5,2024-03-29,Bank of Abyssinia,Google Play
Nice app,5,2024-03-28,CBE Mobile Banking,Google Play
Nice app,5,2024-11-15,CBE Mobile Banking,Google Play
Nice app,5,2025-02-15,CBE Mobile Banking,Google Play
Nice app ever,5,2024-02-26,CBE Mobile Banking,Google Play
Nice app ever,4,2023-08-15,CBE Mobile Banking,Google Play
Nice service,5,2024-04-10,CBE Mobile Banking,Google Play
Nice service,5,2024-10-21,CBE Mobile Banking,Google Play
Nice service,5,2025-04-15,CBE Mobile Banking,Google Play
No work,5,2025-02-28,CBE Mobile Banking,Google Play
No work,5,2024-07-10,Bank of Abyssinia,Google Play
Not working,1,2025-01-02,CBE Mobile Banking,Google Play
Not working,2,2024-02-28,Bank of Abyssinia,Google Play
Ok,5,2025-02-02,Dashen Bank,Google Play
Ok,5,2024-12-20,CBE Mobile Banking,Google Play
Ok,5,2025-01-06,CBE Mobile Banking,Google Play
Ok,5,2025-01-17,CBE Mobile Banking,Google Play
Ok,5,2024-12-31,CBE Mobile Banking,Google Play
Ok,5,2024-08-12,Bank of Abyssinia,Google Play
Ok,5,2024-10-04,Bank of Abyssinia,Google Play
Ok,5,2025-01-02,CBE Mobile Banking,Google Play
Ok,5,2024-08-06,Bank of Abyssinia,Google Play
Ok,5,2024-12-25,CBE Mobile Banking,Google Play
Ok,5,2024-12-26,CBE Mobile Banking,Google Play
Ok,5,2025-01-21,Dashen Bank,Google Play
Ok,5,2025-01-19,CBE Mobile Banking,Google Play
Ok,5,2025-01-25,CBE Mobile Banking,Google Play
Ok,5,2024-05-31,Bank of Abyssinia,Google Play
Ok,5,2024-04-30,Bank of Abyssinia,Google Play
Ok,5,2025-01-09,CBE Mobile Banking,Google Play
Ok,4,2024-03-18,Bank of Abyssinia,Google Play
Ok,5,2025-02-12,CBE Mobile Banking,Google Play
Ok,1,2025-01-02,CBE Mobile Banking,Google Play
Ok,5,2025-02-04,CBE Mobile Banking,Google Play
Ok,5,2024-09-07,Bank of Abyssinia,Google Play
Ok,5,2025-03-05,CBE Mobile Banking,Google Play
Ok,4,2025-02-08,CBE Mobile Banking,Google Play
Ok,5,2024-07-11,Bank of Abyssinia,Google Play
Ok,5,2024-07-29,Bank of Abyssinia,Google Play
Okay,5,2024-11-03,Bank of Abyssinia,Google Play
Okay,5,2024-07-23,Bank of Abyssinia,Google Play
Perfect,5,2024-12-26,CBE Mobile Banking,Google Play
Perfect,5,2025-02-02,Dashen Bank,Google Play
Perfect,5,2024-02-22,CBE Mobile Banking,Google Play
Perfect,5,2025-01-09,Bank of Abyssinia,Google Play
Perfect app,5,2024-03-01,CBE Mobile Banking,Google Play
Perfect app,5,2024-01-12,Bank of Abyssinia,Google Play
Simple and easy to use,5,2020-09-13,CBE Mobile Banking,Google Play
Simple and easy to use,5,2025-01-11,CBE Mobile Banking,Google Play
Simple and easy to use,5,2025-03-10,CBE Mobile Banking,Google Play
Simple and easy to use,5,2021-09-04,CBE Mobile Banking,Google Play
Simple and easy to use.,4,2022-10-14,CBE Mobile Banking,Google Play
Simple and easy to use.,5,2022-02-20,CBE Mobile Banking,Google Play
Smart,5,2024-03-10,CBE Mobile Banking,Google Play
Smart,5,2025-04-01,CBE Mobile Banking,Google Play
Smart,5,2025-02-12,CBE Mobile Banking,Google Play
So good,5,2025-02-14,CBE Mobile Banking,Google Play
So good,5,2024-05-04,CBE Mobile Banking,Google Play
So nice,5,2024-08-01,CBE Mobile Banking,Google Play
So nice,5,2024-03-21,CBE Mobile Banking,Google Play
So nice,5,2025-02-03,CBE Mobile Banking,Google Play
Thank you,3,2024-08-12,Bank of Abyssinia,Google Play
Thank you,5,2024-02-03,Bank of Abyssinia,Google Play
Thank you,5,2025-01-10,Bank of Abyssinia,Google Play
Thank you,5,2025-02-08,CBE Mobile Banking,Google Play
Thank you,5,2025-03-25,CBE Mobile Banking,Google Play
Thank you,5,2024-12-20,CBE Mobile Banking,Google Play
The best,5,2024-04-24,Bank of Abyssinia,Google Play
The best,5,2024-09-23,CBE Mobile Banking,Google Play
The best,4,2024-04-14,Bank of Abyssinia,Google Play
The best app,5,2023-10-07,CBE Mobile Banking,Google Play
The best app,5,2024-03-20,CBE Mobile Banking,Google Play
The best app,5,2024-06-06,Bank of Abyssinia,Google Play
The best app,5,2025-01-03,CBE Mobile Banking,Google Play
The best app,5,2023-09-09,CBE Mobile Banking,Google Play
The best app,5,2025-02-22,CBE Mobile Banking,Google Play
